VISUAL_ID,LOTFROMFS,SUBSTRUCTURE_ID,SORT_LOT,SORT_WAFER,SORT_X,SORT_Y,FUSE_ID,Bin Description_119325,Cell ID_119325,Unit Tester Id_119325,Unit Tester Site Id_119325,DevRevStep_119325,Lot_119325,LOTS End Date Time_119325,LOTS End WW_119325,LOTS Temperature_119325,Operation_119325,Program Name_119325,Carrier X_119325,Carrier Y_119325,Sort Partial Wafer ID_119325,Thermal Head Id_119325,Unit TIU_119325,FUNCTIONAL_BIN_119325,INTERFACE_BIN_119325,DATA_BIN_119325,DATA_TOTAL_BIN_119325,INTERFACE_TOTAL_BIN_119325,FUNCTIONAL_TOTAL_BIN_119325,BOMGROUPNAME_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCHIGHV1|PP_DICC_GT_V1_500MA_HIGH_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCHIGHV2|PP_SICC_GT_V2_500MA_HIGH_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCLOWV1|PP_DICC_GT_V1_500MA_LOW_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCLOWV2|PP_SICC_GT_V2_500MA_LOW_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCMIDV1|PP_SICC_GT_V1_500MA_MID_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTDICCMIDV2|PP_SICC_GT_V2_500MA_MID_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTSICC_24A_V1|PP_SICC_GT_V1_24A_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTSICC_24A_V2|PP_SICC_GT_V2_24A_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTSICC_24A_V3|PP_SICC_GT_V3_24A_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_ANADC_E_BEGIN_X_X_NOM_X_GTSICC_24A_V4|PP_SICC_GT_V4_24A_VCCGT_HC|VCCGT_HC|PC_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_CDYN_GT_V1_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_CDYN_GT_V2_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_SICC_GT_V1_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_SICC_GT_V2_119325,UPM_2007_DPMH130P48ULVTINVD4_FULLDIE_0650_MED_119325,UPM_2007_DPMH130P48ULVTINVD4_FULLDIE_0950_MED_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_DICC_GT_V1_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPP_DICC_GT_V2_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPWR_CDYN_119325,PTH_POWER_GXXX::POWER_X_SCREEN_K_BEGIN_X_X_X_X_GT_ICC_CALCPWR_DICC_119325,Material
EFUSE_Q615S1BA_009_6_5,Q615S1BA1,X,Q615S1BA,009,6,5,Q615S1BA_009_6_5,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,2,19,009T02,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2887,15.1941,5.8786,9.0784,7.9108,11.9316,0.7457,2.4524,1.3449,1.3671,31.5007,32.1879,0.7457,2.4524,5050.5992,7762.7164,5.8786|7.9108|10.2887,9.0784|11.9316|15.1941,^GT:31.5007%0.7%19.55,^GT:5.8786%0.7%19.55%200%7.9108%0.7%19.55%300%10.2887%0.7%19.55%400,AIO
EFUSE_Q615S1BA_009_6_6,Q615S1BA1,X,Q615S1BA,009,6,6,Q615S1BA_009_6_6,B82020000_FAIL_SCN_GT_GXX_CTRL_X_GFXAGG_K_BEGIN_X_X_X_X_X_EVALUATE_4,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,6,9,009T01,8B18438-D,EXABAHA008,8202,82,82020000,82020000,82,8202,UNDEFINED,10.3426,15.2642,5.9158,9.1275,7.9453,11.9917,1.7681,2.4498,1.3385,1.3574,31.62,32.2984,1.7681,2.4498,5051.6644,7757.3901,5.9158|7.9453|10.3426,9.1275|11.9917|15.2642,^GT:31.62%0.7%19.85,^GT:5.9158%0.7%19.85%200%7.9453%0.7%19.85%300%10.3426%0.7%19.85%400,AIO
EFUSE_Q615S1BA_009_6_7,Q615S1BA1,X,Q615S1BA,009,6,7,Q615S1BA_009_6_7,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,7,5,009T03,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.3065,15.2006,5.8816,9.0649,7.9068,11.9277,0.8034,2.3797,1.3014,1.317,31.6064,32.2932,0.8034,2.3797,5003.7284,7703.3289,5.8816|7.9068|10.3065,9.0649|11.9277|15.2006,^GT:31.6064%0.7%19.85,^GT:5.8816%0.7%19.85%200%7.9068%0.7%19.85%300%10.3065%0.7%19.85%400,AIO
EFUSE_Q615S1BA_009_6_8,Q615S1BA1,X,Q615S1BA,009,6,8,Q615S1BA_009_6_8,B82020000_FAIL_SCN_GT_GXX_CTRL_X_GFXAGG_K_BEGIN_X_X_X_X_X_EVALUATE_4,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,1,9,009T02,8B28421-D,EXABAHA008,8202,82,82020000,82020000,82,8202,UNDEFINED,10.2798,15.1584,5.8709,9.0227,7.8739,11.8717,1.445,2.3319,1.2612,1.2931,31.4921,32.2932,1.445,2.3319,4994.6738,7698.269,5.8709|7.8738|10.2798,9.0227|11.8717|15.1584,^GT:31.4921%0.7%19.1,^GT:5.8709%0.7%19.1%200%7.8738%0.7%19.1%300%10.2798%0.7%19.1%400,AIO
EFUSE_Q615S1BA_009_6_9,Q615S1BA1,X,Q615S1BA,009,6,9,Q615S1BA_009_6_9,B82020000_FAIL_SCN_GT_GXX_CTRL_X_GFXAGG_K_BEGIN_X_X_X_X_X_EVALUATE_4,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,7,4,009T01,8B18438-D,EXABAHA008,8202,82,82020000,82020000,82,8202,UNDEFINED,,,,,,,0.829,2.2457,1.0099,1.2497,,,,,4956.5912,7626.8975,,,,,AIO
EFUSE_Q615S1BA_009_7_-1,Q615S1BA1,X,Q615S1BA,009,7,-1,Q615S1BA_009_7_-1,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,5,14,009T02,8B18438-D,EXABAHA008,201,2,2010001,2020000,2,202,UNDEFINED,10.2565,15.2101,5.8487,9.0896,7.8825,11.956,0.8217,2.4071,1.2787,1.3156,31.4843,32.2132,0.8217,2.4071,4985.0866,7684.1545,5.8487|7.8825|10.2565,9.0896|11.956|15.2101,^GT:31.4843%0.7%19.950000000000003,^GT:5.8487%0.7%19.950000000000003%200%7.8825%0.7%19.950000000000003%300%10.2565%0.7%19.950000000000003%400,AIO
EFUSE_Q615S1BA_009_7_-2,Q615S1BA1,X,Q615S1BA,009,7,-2,Q615S1BA_009_7_-2,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,3,3,009T03,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2281,15.1859,5.8148,9.0494,7.8418,11.9138,1.623,2.3905,1.0529,1.2801,31.5236,32.2974,1.623,2.3905,4974.4341,7684.9534,5.8148|7.8418|10.2281,9.0494|11.9138|15.1859,^GT:31.5236%0.7%19.700000000000003,^GT:5.8148%0.7%19.700000000000003%200%7.8418%0.7%19.700000000000003%300%10.2281%0.7%19.700000000000003%400,AIO
EFUSE_Q615S1BA_009_7_-3,Q615S1BA1,X,Q615S1BA,009,7,-3,Q615S1BA_009_7_-3,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,3,4,009T01,8B18438-D,EXABAHA008,301,3,3010001,3030000,3,303,UNDEFINED,10.2256,15.1645,5.8184,9.0569,7.8314,11.9228,1.5541,2.4176,0.8703,1.2884,31.48,32.1453,1.5541,2.4175,4996.2716,7706.7909,5.8184|7.8314|10.2256,9.0569|11.9228|15.1645,^GT:31.48%0.7%19.700000000000003,^GT:5.8184%0.7%19.700000000000003%200%7.8314%0.7%19.700000000000003%300%10.2256%0.7%19.700000000000003%400,AIO
EFUSE_Q615S1BA_009_7_-4,Q615S1BA1,X,Q615S1BA,009,7,-4,Q615S1BA_009_7_-4,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,5,6,009T02,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2682,15.2704,5.8542,9.1553,7.8782,12.0286,1.5436,2.5156,1.2227,1.3469,31.5286,32.1847,1.5436,2.5156,5013.8482,7724.9001,5.8542|7.8782|10.2682,9.1553|12.0286|15.2704,^GT:31.5286%0.7%19.65,^GT:5.8542%0.7%19.65%200%7.8782%0.7%19.65%300%10.2682%0.7%19.65%400,AIO
EFUSE_Q615S1BA_009_7_-5,Q615S1BA1,X,Q615S1BA,009,7,-5,Q615S1BA_009_7_-5,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,3,11,009T03,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2962,15.33,5.8866,9.1886,7.9252,12.0788,1.6664,2.532,0.9403,1.3765,31.4971,32.3232,1.6664,2.532,5019.1744,7726.7643,5.8866|7.9252|10.2962,9.1886|12.0788|15.33,^GT:31.4971%0.7%19.45,^GT:5.8866%0.7%19.45%200%7.9252%0.7%19.45%300%10.2962%0.7%19.45%400,AIO
EFUSE_Q615S1BA_009_7_-6,Q615S1BA1,X,Q615S1BA,009,7,-6,Q615S1BA_009_7_-6,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,2,2,009T01,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.3209,15.3669,5.8845,9.2305,7.9293,12.1064,0.7185,2.5332,1.1866,1.3687,31.6886,32.2968,0.7185,2.5332,5009.3209,7733.9547,5.8845|7.9293|10.3209,9.2305|12.1064|15.3669,^GT:31.6886%0.7%19.05,^GT:5.8845%0.7%19.05%200%7.9293%0.7%19.05%300%10.3209%0.7%19.05%400,AIO
EFUSE_Q615S1BA_009_7_-7,Q615S1BA1,X,Q615S1BA,009,7,-7,Q615S1BA_009_7_-7,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,7,12,009T02,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.298,15.3616,5.8644,9.1958,7.8935,12.0776,0.7819,2.5037,1.1045,1.3074,31.6686,32.4516,0.7819,2.5037,4930.759,7630.0932,5.8644|7.8935|10.298,9.1958|12.0776|15.3616,^GT:31.6686%0.7%20,^GT:5.8644%0.7%20%200%7.8935%0.7%20%300%10.298%0.7%20%400,AIO
EFUSE_Q615S1BA_009_7_-8,Q615S1BA1,X,Q615S1BA,009,7,-8,Q615S1BA_009_7_-8,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,1,4,009T03,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2024,15.2012,5.7608,9.0634,7.8008,11.9185,1.5097,2.3873,1.1808,1.2178,31.7257,32.3042,1.5097,2.3873,4862.5832,7555.7923,5.7608|7.8008|10.2024,9.0634|11.9185|15.2012,^GT:31.7257%0.7%19.65,^GT:5.7608%0.7%19.65%200%7.8008%0.7%19.65%300%10.2024%0.7%19.65%400,AIO
EFUSE_Q615S1BA_009_7_0,Q615S1BA1,X,Q615S1BA,009,7,0,Q615S1BA_009_7_0,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,4,5,009T01,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2727,15.2214,5.87,9.1088,7.9,11.9667,1.4165,2.4393,1.2553,1.3452,31.4479,32.1716,1.4165,2.4393,5002.1305,7693.7417,5.87|7.9|10.2727,9.1088|11.9667|15.2214,^GT:31.4479%0.7%19.9,^GT:5.87%0.7%19.9%200%7.9%0.7%19.9%300%10.2727%0.7%19.9%400,AIO
EFUSE_Q615S1BA_009_7_1,Q615S1BA1,X,Q615S1BA,009,7,1,Q615S1BA_009_7_1,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,5,5,009T03,8B28421-D,EXABAHA008,302,3,3020001,3030000,3,303,UNDEFINED,10.2545,15.1701,5.8433,9.0649,7.8668,11.9184,1.6364,2.3853,0.9528,1.3133,31.5086,32.1326,1.6364,2.3853,4980.2929,7686.285,5.8433|7.8667|10.2545,9.0649|11.9184|15.1701,^GT:31.5086%0.7%19.6,^GT:5.8433%0.7%19.6%200%7.8667%0.7%19.6%300%10.2545%0.7%19.6%400,AIO
EFUSE_Q615S1BA_009_7_2,Q615S1BA1,X,Q615S1BA,009,7,2,Q615S1BA_009_7_2,B82020000_FAIL_SCN_GT_GXX_CTRL_X_GFXAGG_K_BEGIN_X_X_X_X_X_EVALUATE_4,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,3,12,009T02,8B28421-D,EXABAHA008,8202,82,82020000,82020000,82,8202,UNDEFINED,10.2547,15.1734,5.8304,9.0493,7.8809,11.9197,0.7065,2.4183,0.9034,1.3008,31.6021,32.2321,0.7065,2.4183,4984.0213,7692.1438,5.8304|7.8809|10.2547,9.0493|11.9197|15.1734,^GT:31.6021%0.7%19.5,^GT:5.8304%0.7%19.5%200%7.8809%0.7%19.5%300%10.2547%0.7%19.5%400,AIO
EFUSE_Q615S1BA_009_7_3,Q615S1BA1,X,Q615S1BA,009,7,3,Q615S1BA_009_7_3,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,6,2,009T01,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2405,15.1542,5.8359,9.036,7.8806,11.8978,1.7011,2.4272,1.1822,1.3025,31.4614,32.2011,1.7011,2.4272,4984.8202,7687.8828,5.8359|7.8806|10.2405,9.036|11.8978|15.1542,^GT:31.4614%0.7%19.05,^GT:5.8359%0.7%19.05%200%7.8806%0.7%19.05%300%10.2405%0.7%19.05%400,AIO
EFUSE_Q615S1BA_009_7_4,Q615S1BA1,X,Q615S1BA,009,7,4,Q615S1BA_009_7_4,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,6,4,009T03,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.3171,15.2389,5.8948,9.1004,7.9156,11.9712,1.7135,2.4495,1.0433,1.3523,31.5879,32.3079,1.7135,2.4495,5019.7071,7728.0959,5.8948|7.9156|10.3171,9.1004|11.9712|15.2389,^GT:31.5879%0.7%19.299999999999997,^GT:5.8948%0.7%19.299999999999997%200%7.9156%0.7%19.299999999999997%300%10.3171%0.7%19.299999999999997%400,AIO
EFUSE_Q615S1BA_009_7_5,Q615S1BA1,X,Q615S1BA,009,7,5,Q615S1BA_009_7_5,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,3,19,009T02,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.3755,15.3439,5.9472,9.1954,7.9711,12.0676,1.5473,2.4922,0.9867,1.4024,31.6307,32.3605,1.5473,2.4921,5051.3981,7764.8469,5.9472|7.9711|10.3755,9.1954|12.0676|15.3439,^GT:31.6307%0.7%19.55,^GT:5.9472%0.7%19.55%200%7.9711%0.7%19.55%300%10.3755%0.7%19.55%400,AIO
EFUSE_Q615S1BA_009_7_6,Q615S1BA1,X,Q615S1BA,009,7,6,Q615S1BA_009_7_6,B99820455_FAIL_SCN_GT_GXX_ATSPEED_ALL_VMIN_K_PREHVQK_HITO_GT_NOM_LFM_N2,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,6,8,009T01,8B18438-D,EXABAHA008,9982,99,99820455,99820455,99,9982,UNDEFINED,10.3159,15.2598,5.8852,9.1092,7.9228,11.9729,1.3401,2.3996,0.9335,1.331,31.6479,32.3716,1.3401,2.3996,5004.5273,7709.1877,5.8852|7.9228|10.3159,9.1092|11.9729|15.2598,^GT:31.6479%0.7%19.45,^GT:5.8852%0.7%19.45%200%7.9228%0.7%19.45%300%10.3159%0.7%19.45%400,AIO
EFUSE_Q615S1BA_009_7_7,Q615S1BA1,X,Q615S1BA,009,7,7,Q615S1BA_009_7_7,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,7,4,009T03,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2828,15.1856,5.8601,9.0297,7.88,11.884,0.9218,2.3552,1.1286,1.2868,31.5907,32.3995,0.9218,2.3552,4977.6298,7682.024,5.8601|7.88|10.2828,9.0297|11.884|15.1856,^GT:31.5907%0.7%19.5,^GT:5.8601%0.7%19.5%200%7.88%0.7%19.5%300%10.2828%0.7%19.5%400,AIO
EFUSE_Q615S1BA_009_7_8,Q615S1BA1,X,Q615S1BA,009,7,8,Q615S1BA_009_7_8,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,1,10,009T02,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2796,15.1177,5.878,8.9943,7.8826,11.8481,1.1154,2.3553,0.9371,1.3167,31.44,32.2284,1.1154,2.3553,4979.2277,7673.2357,5.878|7.8826|10.2796,8.9943|11.8481|15.1177,^GT:31.44%0.7%20.1,^GT:5.878%0.7%20.1%200%7.8826%0.7%20.1%300%10.2796%0.7%20.1%400,AIO
EFUSE_Q615S1BA_009_8_-1,Q615S1BA1,X,Q615S1BA,009,8,-1,Q615S1BA_009_8_-1,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,5,13,009T02,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.283,15.2807,5.8632,9.1552,7.8895,12.0191,0.7835,2.4622,1.2261,1.3289,31.57,32.2395,0.7835,2.4622,4984.2876,7676.6977,5.8632|7.8895|10.283,9.1552|12.0191|15.2807,^GT:31.57%0.7%19.45,^GT:5.8632%0.7%19.45%200%7.8895%0.7%19.45%300%10.283%0.7%19.45%400,AIO
EFUSE_Q615S1BA_009_8_-2,Q615S1BA1,X,Q615S1BA,009,8,-2,Q615S1BA_009_8_-2,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,3,4,009T03,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2818,15.2973,5.8442,9.1507,7.881,12.0145,0.8463,2.4816,0.9402,1.2993,31.6971,32.3505,0.8463,2.4816,4976.2983,7663.6485,5.8442|7.881|10.2818,9.1507|12.0145|15.2973,^GT:31.6971%0.7%19.9,^GT:5.8442%0.7%19.9%200%7.881%0.7%19.9%300%10.2818%0.7%19.9%400,AIO
EFUSE_Q615S1BA_009_8_-3,Q615S1BA1,X,Q615S1BA,009,8,-3,Q615S1BA_009_8_-3,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,3,3,009T01,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2667,15.271,5.8652,9.1269,7.8839,11.9907,1.6979,2.4563,1.2024,1.2997,31.4393,32.3374,1.6979,2.4563,4988.016,7679.0945,5.8652|7.8839|10.2667,9.1269|11.9907|15.271,^GT:31.4393%0.7%19.15,^GT:5.8652%0.7%19.15%200%7.8839%0.7%19.15%300%10.2667%0.7%19.15%400,AIO
EFUSE_Q615S1BA_009_8_-4,Q615S1BA1,X,Q615S1BA,009,8,-4,Q615S1BA_009_8_-4,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,5,7,009T02,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2637,15.303,5.843,9.1394,7.876,12.0216,1.1226,2.4607,0.8961,1.3032,31.5764,32.44,1.1225,2.4607,4973.3688,7680.1598,5.843|7.876|10.2637,9.1394|12.0216|15.303,^GT:31.5764%0.7%19.6,^GT:5.843%0.7%19.6%200%7.876%0.7%19.6%300%10.2637%0.7%19.6%400,AIO
EFUSE_Q615S1BA_009_8_-5,Q615S1BA1,X,Q615S1BA,009,8,-5,Q615S1BA_009_8_-5,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,3,10,009T03,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2581,15.3063,5.8505,9.1584,7.8658,12.0362,1.1365,2.4514,1.0992,1.2876,31.4829,32.3574,1.1365,2.4514,4926.498,7636.751,5.8505|7.8658|10.2581,9.1584|12.0362|15.3063,^GT:31.4829%0.7%20,^GT:5.8505%0.7%20%200%7.8658%0.7%20%300%10.2581%0.7%20%400,AIO
EFUSE_Q615S1BA_009_8_-6,Q615S1BA1,X,Q615S1BA,009,8,-6,Q615S1BA_009_8_-6,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,2,1,009T01,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2329,15.2546,5.8023,9.101,7.8175,11.9775,0.6662,2.4105,1.114,1.2543,31.6471,32.3874,0.6662,2.4105,4913.9814,7609.0546,5.8023|7.8175|10.2329,9.101|11.9775|15.2546,^GT:31.6471%0.7%19.2,^GT:5.8023%0.7%19.2%200%7.8175%0.7%19.2%300%10.2329%0.7%19.2%400,AIO
EFUSE_Q615S1BA_009_8_-7,Q615S1BA1,X,Q615S1BA,009,8,-7,Q615S1BA_009_8_-7,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,7,11,009T02,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2187,15.2352,5.7962,9.0757,7.8188,11.9537,1.374,2.4103,0.8349,1.2468,31.5893,32.4184,1.374,2.4103,4879.3609,7585.0866,5.7962|7.8188|10.2187,9.0757|11.9537|15.2352,^GT:31.5893%0.7%19.35,^GT:5.7962%0.7%19.35%200%7.8188%0.7%19.35%300%10.2187%0.7%19.35%400,AIO
EFUSE_Q615S1BA_009_8_-8,Q615S1BA1,X,Q615S1BA,009,8,-8,Q615S1BA_009_8_-8,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,1,5,009T03,8B28421-D,EXABAHA008,302,3,3020001,3030000,3,303,UNDEFINED,10.0832,14.9745,5.6757,8.8651,7.6764,11.6951,1.3181,2.1532,0.6952,1.1002,31.4821,32.1547,1.3181,2.1532,4778.6951,7452.1971,5.6757|7.6763|10.0832,8.8651|11.6951|14.9745,^GT:31.4821%0.7%19.65,^GT:5.6757%0.7%19.65%200%7.6763%0.7%19.65%300%10.0832%0.7%19.65%400,AIO
EFUSE_Q615S1BA_009_8_0,Q615S1BA1,X,Q615S1BA,009,8,0,Q615S1BA_009_8_0,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,4,4,009T01,8B28421-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.2536,15.2475,5.8581,9.1177,7.8665,11.9889,0.7463,2.4741,0.9475,1.3333,31.3964,32.2626,0.7463,2.4741,4973.3688,7665.2463,5.8581|7.8665|10.2536,9.1176|11.9889|15.2475,^GT:31.3964%0.7%19.200000000000003,^GT:5.8581%0.7%19.200000000000003%200%7.8665%0.7%19.200000000000003%300%10.2536%0.7%19.200000000000003%400,AIO
EFUSE_Q615S1BA_009_8_1,Q615S1BA1,X,Q615S1BA,009,8,1,Q615S1BA_009_8_1,,SDC2119,HDS2262,C101,8PL7CVA,Q615S1BA1,2026-08-12 04:41:10-07:00,202633,20.00,119325,NGXSDJXA0H80B002632,5,4,009T03,8B18438-D,EXABAHA008,101,1,1010001,1010000,1,101,UNDEFINED,10.292,15.2899,5.8935,9.1749,7.9223,12.0391,0.8747,2.48,1.2057,1.3657,31.4179,32.1842,0.8747,2.48,4979.7603,7675.8988,5.8935|7.9223|10.292,9.1749|12.0391|15.2899,^GT:31.4179%0.7%20.1,^GT:5.8935%0.7%20.1%200%7.9223%0.7%20.1%300%10.292%0.7%20.1%400,AIO
